id,curso,modalidade
UNB-2_ddc87966945296ca4c46ecc1adea9a8c,ADMINISTRAÇÃO,Bacharelado
UNB-2_c6fbca767ead316a24fe2838c6711e89,ADMINISTRAÇÃO,Bacharelado
UNB-2_02895f812a425db8cf5ff68c4771ac06,QUÍMICA,Licenciatura
UNB-2_0a297a949d1ac1b1764db6a3a90c4275,ADMINISTRAÇÃO,Bacharelado
UNB-2_7295e3cf1b6fa96060b0d37ab8cfcb8c,ADMINISTRAÇÃO,Bacharelado
UNB-2_1dde07639397a8c7d644918e473ee347,ADMINISTRAÇÃO,Bacharelado
UNB-2_d2ba8b75e87792000f2cb48676efb9a4,QUÍMICA,Licenciatura
UNB-2_04627594074acd1a5355844907911ea8,QUÍMICA,Licenciatura
UNB-2_e418fdc9b69761f6f33fe1beff1a2d81,LETRAS PORTUGUÊS,Licenciatura
UNB-2_f3b9c3d6d5becad53bb3af342d56bd2d,LETRAS PORTUGUÊS,Bacharelado
UNB-2_8a7d1ce0afd6aa997543674244f99649,COMUNICAÇÃO SOCIAL,Bacharelado
UNB-2_84442dcad5798dc6df850e4811e51d01,ADMINISTRAÇÃO,Bacharelado
UNB-2_34c0521ca98889f0a436b924850bbe94,ADMINISTRAÇÃO,Bacharelado
UNB-2_f603d76acb08045f83d6adc37f8b1340,ADMINISTRAÇÃO,Bacharelado
UNB-2_1ee3d9c9ec8ad8fa7eff3d0b0c214c28,ADMINISTRAÇÃO,Bacharelado
UNB-2_8562767ca7708af82afecc53696ae6e6,ADMINISTRAÇÃO,Bacharelado
UNB-2_ad88e79c9281bca990e480c841f8b0e8,ADMINISTRAÇÃO,Bacharelado
UNB-2_b20932a5a7fb94a99fe0acb83bbd0480,ADMINISTRAÇÃO,Bacharelado
UNB-2_dbb7b9c8f34127fdbb977235584f9a06,ADMINISTRAÇÃO,Bacharelado
UNB-2_3a84ef316292dedb951262898a8cd4bb,ADMINISTRAÇÃO,Bacharelado
UNB-2_cef0934d03359e3cdfa5a08a8ec3d467,ADMINISTRAÇÃO,Bacharelado
UNB-2_304c75e669314fbe5bf7410405887572,ADMINISTRAÇÃO,Bacharelado
UNB-2_0cd663774009ba93f2b112fbb5d734a5,ADMINISTRAÇÃO,Bacharelado
UNB-2_5c2ca0283a69f46e79e49f7ba24032d2,ADMINISTRAÇÃO,Bacharelado
UNB-2_e9393e9e56bb5bc453f835bf88a88125,ADMINISTRAÇÃO,Bacharelado
UNB-2_5de38d670f034c12cf4c2f3f3b2129dc,ADMINISTRAÇÃO,Bacharelado
UNB-2_ecb1fca6bb9d1e03c84960ffa0f3f1bf,ADMINISTRAÇÃO,Bacharelado
UNB-2_f96aac8305afde78bfdaca2c1a6db35b,ADMINISTRAÇÃO,Bacharelado
UNB-2_ae191c1a7ac1c98728b161d5d5a8492f,ADMINISTRAÇÃO,Bacharelado
UNB-2_1c52dcfe0c60bfcdc5fd20742864a15a,ADMINISTRAÇÃO,Bacharelado
UNB-2_f110335fb5cc04716c9b6a7cad748b0b,ADMINISTRAÇÃO,Bacharelado
UNB-2_fd7da7bb8f1a3440507fbf46ec6110f0,ADMINISTRAÇÃO,Bacharelado
UNB-2_bdd41ca242edfa079fe965978fd459df,ADMINISTRAÇÃO,Bacharelado
UNB-2_4f8181b59233e4b85b6b3ae5f69852e9,ADMINISTRAÇÃO,Bacharelado
UNB-2_c141daf85c433a64562e02cd7ca88321,ADMINISTRAÇÃO,Bacharelado
UNB-2_5c5deee491f1ea958336c308d5a43eea,ADMINISTRAÇÃO,Bacharelado
UNB-2_2a65119c7ee9594c6f7aa0af7262d685,ADMINISTRAÇÃO,Bacharelado
UNB-2_c06a6e70e22310545c6223c4a1facc67,ADMINISTRAÇÃO,Bacharelado
UNB-2_1f51842a26a2d3524bb2dae283954b0f,ADMINISTRAÇÃO,Bacharelado
UNB-2_5ce3b71adce10a3e9f2dc8664d0d93c4,ADMINISTRAÇÃO,Bacharelado
UNB-2_b92c37978dab0fc54ee78a97199e5d2f,ADMINISTRAÇÃO,Bacharelado
UNB-2_1578b3520b5e8b8672ead0091b4f0355,ADMINISTRAÇÃO,Bacharelado
UNB-2_7521bcc2f0245a5d076c668bd2c01311,ADMINISTRAÇÃO,Bacharelado
UNB-2_b34ad2293173baba3be5e969e33cd283,ADMINISTRAÇÃO,Bacharelado
UNB-2_e0b03abdd99416c9927d9034f48ce267,ADMINISTRAÇÃO,Bacharelado
UNB-2_bd0391df12e217736b2023c27693f964,ADMINISTRAÇÃO,Bacharelado
UNB-2_375b061b511bbee9702feccb2bbd1ea2,ADMINISTRAÇÃO,Bacharelado
UNB-2_ff6287d08ef6ea206240c3612d76fd89,ADMINISTRAÇÃO,Bacharelado
UNB-2_de5867ae432f12cb4c14a335d474b053,ADMINISTRAÇÃO,Bacharelado
UNB-2_bf4ee2667522e383c4647f2fb5fcc33d,ADMINISTRAÇÃO,Bacharelado
UNB-2_f3d4862d2b3fed306dcaf4195896c621,ADMINISTRAÇÃO,Bacharelado
UNB-2_cc61273044b444574b45d034e725efbe,ADMINISTRAÇÃO,Bacharelado
UNB-2_c5dec92fdc311220c665bc895c30285c,ADMINISTRAÇÃO,Bacharelado
UNB-2_53b900b36efb285e46fb8f3edef67cf7,COMUNICAÇÃO SOCIAL,Bacharelado
UNB-2_a0271069a17f1187cbc77ea682d6135d,COMUNICAÇÃO SOCIAL,Bacharelado
UNB-2_487f2672e002656052d26240a89ad86f,ADMINISTRAÇÃO,Bacharelado
UNB-2_6a8065a93c4cd707c996cfc49a55d870,ADMINISTRAÇÃO,Bacharelado
UNB-2_0cc2c282880280efefc6262f4a1fedd1,ADMINISTRAÇÃO,Bacharelado
UNB-2_478211e4453f900b360828c49ee6340e,ADMINISTRAÇÃO,Bacharelado
UNB-2_721eb5a698aeab02e9601bd618e8bfab,ADMINISTRAÇÃO,Bacharelado
UNB-2_459dc792a948d3485f00466b455654ae,ADMINISTRAÇÃO,Bacharelado
UNB-2_4d215af3d5018a2b1eaa4bec521ee0e5,ADMINISTRAÇÃO,Bacharelado
UNB-2_78a8d846a35a8adfd39648b1b8cc7290,ADMINISTRAÇÃO,Bacharelado
UNB-2_b38bf73ba1a674e521e807c0205f1d4b,ADMINISTRAÇÃO,Bacharelado
UNB-2_e000de579c65d4c4adb53415e18e7934,ADMINISTRAÇÃO,Bacharelado
UNB-2_134c0d7456ef64774f4595ccc6f58f2e,ADMINISTRAÇÃO,Bacharelado
UNB-2_8935a9057befcf95e564a90d3cfc9f2b,ADMINISTRAÇÃO,Bacharelado
UNB-2_b51bdaf7f9b3bea16ee67b719261637f,ADMINISTRAÇÃO,Bacharelado
UNB-2_28ead47fc389aac0a80c335c4d5f5b10,ADMINISTRAÇÃO,Bacharelado
UNB-2_b11103dbc0d314a8b613867cc7498c61,ADMINISTRAÇÃO,Bacharelado
UNB-2_4fe0b0aadf76848c417e71d7c9b2ea5d,ADMINISTRAÇÃO,Bacharelado
UNB-2_dfc131944e41fc53d1d4f406534eca4e,ADMINISTRAÇÃO,Bacharelado
UNB-2_76525368478e6ffcdda622a8e0599fdd,ADMINISTRAÇÃO,Bacharelado
UNB-2_9c85fa39dfe7b604bd0b49702f4f0be3,ADMINISTRAÇÃO,Bacharelado
UNB-2_3c8d41487013dbd4ba44a7ef1032254a,ADMINISTRAÇÃO,Bacharelado
UNB-2_172524fcc652cef92101a6864e398956,ADMINISTRAÇÃO,Bacharelado
UNB-2_65259ea87b4998be5c024e330f42bdeb,ADMINISTRAÇÃO,Bacharelado
UNB-2_093e8496b3329c13b246c5d8d46709b5,ADMINISTRAÇÃO,Bacharelado
UNB-2_04f417ad0dd9e9713f2b5f454fa79d75,ADMINISTRAÇÃO,Bacharelado
UNB-2_fdd298d5e53a1eb821ae65f97ef0e575,ADMINISTRAÇÃO,Bacharelado
UNB-2_a7396fb89240ddbca7c378130519deb8,ADMINISTRAÇÃO,Bacharelado
UNB-2_852185056f2d6fb9d5838c685ae67d49,ADMINISTRAÇÃO,Bacharelado
UNB-2_51229b4ae673b74b939e7099bb7be9d9,ADMINISTRAÇÃO,Bacharelado
UNB-2_56a23e902c5aaf1410750b6db2cb7b89,ADMINISTRAÇÃO,Bacharelado
UNB-2_e2354a25101f28662981d0ff12e85876,ADMINISTRAÇÃO,Bacharelado
UNB-2_2480100db2122759e52919769118e11f,ADMINISTRAÇÃO,Bacharelado
UNB-2_85ea6f7f457cf0097c1d40f0c613c7e5,ADMINISTRAÇÃO,Bacharelado
UNB-2_76b6f980e1840b9851736dcbecb90fa5,ADMINISTRAÇÃO,Bacharelado
UNB-2_5ed9eb12665d824ba5f5e6d38f29ca33,ADMINISTRAÇÃO,Bacharelado
UNB-2_7238dc680d750bc56be8c498774a48c6,ADMINISTRAÇÃO,Bacharelado
UNB-2_31897f683d30433fb3e5eec8daecc17a,ADMINISTRAÇÃO,Bacharelado
UNB-2_f0d557a13816178b7f67a73ace00c4f1,ADMINISTRAÇÃO,Bacharelado
UNB-2_7623d31e954e9174d642364a7126e3b5,ADMINISTRAÇÃO,Bacharelado
UNB-2_a27d1822db5bc07cdf7c943804a685cc,ADMINISTRAÇÃO,Bacharelado
UNB-2_14152cef3cf1181c1dfe0743272b772f,ADMINISTRAÇÃO,Bacharelado
UNB-2_8a4e7d74554c956bc0f50902886574ac,ADMINISTRAÇÃO,Bacharelado
UNB-2_a07bef9c4bf14041714e62f688c7af8a,ADMINISTRAÇÃO,Bacharelado
UNB-2_ac61b0f0f18beaa61d86a8db07062eb6,ADMINISTRAÇÃO,Bacharelado
UNB-2_37b28b7a9870aaa65709e0e09d3c493d,ADMINISTRAÇÃO,Bacharelado
UNB-2_c14676c2e83055972bdc0f7d71250d19,HISTÓRIA,Bacharelado
UNB-2_97b444c92b3fa8a278c8d2fa03caf408,QUÍMICA,Licenciatura
UNB-2_6ce53bf5877b7b1d5fb45969f10e4b9a,QUÍMICA,Licenciatura
UNB-2_cf6db3e134fd1f28b3723afc875e0787,QUÍMICA,Licenciatura
UNB-2_f06a4c4357160447cf92ca9e199062e2,QUÍMICA,Licenciatura
UNB-2_6f1ff2aa2cda020e54626f54f68272d9,QUÍMICA,Licenciatura
UNB-2_f0e7eb5778c188feb218f92ba0f822e5,QUÍMICA,Licenciatura
UNB-2_606af7cc9cef08f6d78fef60576149df,QUÍMICA,Licenciatura
UNB-2_9d8686d78a6bb91d486cd0dea868fe59,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_e199596543e25725906b0f7c25c436db,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_a6f1f748fc12c8e117ccaac21cb89f60,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_7a91474d7a3bb9e48fda1bbbe49c5d09,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_f9b2e503756fb8c42e8e274338125d1c,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_6e4c970d730af742b1625c499c097759,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_6d82206ef0bfc829c4a5f116562af4f9,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_aeab7f1b06eb265949c9f0a5c65e4c1d,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_f7c2f2ef07ec4afd2f6ccfd285001167,SERVIÇO SOCIAL,Bacharelado
UNB-2_af796497d4abb1d1a77409a4c89ad4e7,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_3a38e4577e63ecec2f569fc9ceed4b5d,SERVIÇO SOCIAL,Bacharelado
UNB-2_f702fc4c11d4778c26cf3a66bd5524a8,SERVIÇO SOCIAL,Bacharelado
UNB-2_529c7f572e90930e6c39433da9c2f46a,SERVIÇO SOCIAL,Bacharelado
UNB-2_a0b8dc15cd98afd068ba3f2472e679a2,SERVIÇO SOCIAL,Bacharelado
UNB-2_74824cd476700ab3667916de697ebecc,SERVIÇO SOCIAL,Bacharelado
UNB-2_81ee7267cc6441bae0b6ddca47c64c34,SERVIÇO SOCIAL,Bacharelado
UNB-2_d1506cdbafe38ac5fb24b541a58cb82c,SERVIÇO SOCIAL,Bacharelado
UNB-2_1b4dbd65091082867c645c780590798e,SERVIÇO SOCIAL,Bacharelado
UNB-2_22efac9e0d6620eeac750266e9f46bf4,SERVIÇO SOCIAL,Bacharelado
UNB-2_2464b71152102b4f234f21f757dae4b5,SERVIÇO SOCIAL,Bacharelado
UNB-2_f9e323b1d3a6a8acc3bdbd9db40c1d7e,SERVIÇO SOCIAL,Bacharelado
UNB-2_828046e40989a1cfa69af0dddb1bea5b,SERVIÇO SOCIAL,Bacharelado
UNB-2_2b97e80227152eeea39913a04c7f6760,SERVIÇO SOCIAL,Bacharelado
UNB-2_3f4d093956e7cd46d9a3e64df584684b,SERVIÇO SOCIAL,Bacharelado
UNB-2_0ae454906cd6da59d7ab948f7ec4ceea,SERVIÇO SOCIAL,Bacharelado
UNB-2_0fe06c087d193cc11dbeac912bb967bf,SERVIÇO SOCIAL,Bacharelado
UNB-2_a622030a104bc74a9b2df95c5b1f5b20,SERVIÇO SOCIAL,Bacharelado
UNB-2_e4181a07b1e324989c230ea656feeb10,SERVIÇO SOCIAL,Bacharelado
UNB-2_4077cf2207b147889d2c98c76b36fdca,SERVIÇO SOCIAL,Bacharelado
UNB-2_96ac301b59060a8daf5a22a5f45605c3,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_8bf53dc886026fab57b213fc14d865ad,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_d71f7caec06498508e7f8cd69c422a68,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_90c38735f7014afc0c11e65a1f277b4e,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_0eee3e53e6efba189f18957a297d2a12,ADMINISTRAÇÃO,Bacharelado
UNB-2_3c295444849e0b70ecbdf8e8f7d5a326,FILOSOFIA,Bacharelado
UNB-2_1cc730cf1ac2283ca9c8c24c83a7fa25,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_71b879e8d648ffe1d9736e87f8a0d1eb,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_42bf53c5b175999bc822042cc963af0d,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_14715fe13df398b7a87d3e822571760d,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_39b4a4c4e153453da1601dff226e85bd,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_3c8afdf6b0104689057081ac0cff7feb,CIÊNCIAS SOCIAIS,Bacharelado
UNB-2_aff1c88816f680a77cee47a01ffd6ca9,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_23280e012cae0fa8a79f586c3f455530,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_9510edfb36538450d765425e1d2ab59a,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_02e2a214425723c6f1aed82d3d067c29,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO SOCIAL",Especialização
UNB-2_7d9944ed4f9256e561686c914b9464cf,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_6e2bca88255580a57c0302c537c1008b,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_75d90e6c9a874bafc456a1681c8d6d4a,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_2efee8603c47694fc076d4422fb17931,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_b4f936b3b2fbab2881450bad6a02d1e7,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_1948910a07a4a2c0550cf8791c05b792,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_25a594324874997a3a8a29113df9bc9f,HISTÓRIA,Bacharelado
UNB-2_2c2229516ba86fa4cf2b638b77d50cde,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_153248fcf64d6422c87e591746b1b232,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO SOCIAL",Especialização
UNB-2_b2fb24ecf73537571795059b2082bf16,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_360fc91a62081c1739689c7aa1dffbce,COMUNICAÇÃO SOCIAL,Bacharelado
UNB-2_022969010e1b5a59a3343aa4bb9acb77,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_e142e32ffb4192f97bc0b39c6832950a,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_5653f661b61a0d80d0d10c3a7290b585,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_8d41e446beda4f84788dd22730a036a5,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_da126a77223843d2e065ddd7769cb94a,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_2594e5705980d08caf9f559ac8af004c,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_0a743ad932bf4a7660e09b3b2015cea8,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_0a7a378159067a4d419828f769f05c7b,CIÊNCIAS DA INFORMAÇÃO,Bacharelado
UNB-2_f4cf4c6eb8088befbb8cd586d40561c7,CIÊNCIAS DA INFORMAÇÃO,Bacharelado
UNB-2_0a35648ca817a8abe80e123785b19d9a,CIÊNCIAS DA INFORMAÇÃO,Bacharelado
UNB-2_1f6d1685c500ed1dde41a2366f48b9b9,CIÊNCIAS DA INFORMAÇÃO,Bacharelado
UNB-2_352bd2ff7ecf287d73640df31220aa6b,CIÊNCIAS DA INFORMAÇÃO,Bacharelado
UNB-2_8b32e3c1d4d391eb9cdfbb05a9cd9cb0,CIÊNCIAS DA INFORMAÇÃO,Bacharelado
UNB-2_2792f8b7e6840556ebdade0972d25474,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_6f8623439bd2a7485d83f3424791719b,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_a3aa1a50495b1cd14ce839b930a3f569,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_d6e71733e95bae2906157daf34c2a2e2,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_8e53dfe6f36a235e52ca5c336e4bc73f,LETRAS PORTUGUÊS E RESPECTIVAS LITERATURAS,Licenciatura
UNB-2_5512d76754b245cd1229816c5027e1a6,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_d4551e22d420eb003266ce5579b2075e,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_fd53e6a7ccfec6c57d35c1daf7b03fbd,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_cd33ed13822ae7b4c8662b3ff4d8a184,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_f4bd7faff8d091bfcb17f3bf74a9dfad,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_9369cc9f410232fe7b47535fb7bf76ab,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_243a0e5e0597e000ef48a5978e3ff4ea,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_7b70f8d65b1b72f48676a6e43a114e44,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_640a33c08e356ae19201900968e97947,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_40c7d5764ca0e6e0d8941efb92940579,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_cfe6bf66dfb24c4477ea5533b0bd523e,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_4c982111a5d252224eebf1415312e5c0,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO SOCIAL",Especialização
UNB-2_5c88c1c00074f5894c57ad810112e54b,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_f6b8b49453df21504fce4fdb467dd7f5,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_cf77ff837163f6b62c3a10f57ce0b418,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_821d98d43bf7dc7396db0bfe6d4e7e28,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_6cbbf85706a5437c931ba428ab3819b5,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_6929501a88ca4c59dbc3a90b9190dacd,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_d3f3ddac3d1c76b63c8311e07f6594ba,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_727725a7e54042d4e12ffde82d2b797b,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_50016eb835c1aa61874b740a5e563149,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_483084c49264135b8728b9b3a631b10c,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO SOCIAL",Especialização
UNB-2_3fc85bab7a480d3f518f4d5182b5f1d2,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_cfc8cbafb07a805162f0c2fb75720169,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_ec3a4da5c57b524d568b32e1ce54b6c4,CIÊNCIAS DA INFORMAÇÃO,Bacharelado
UNB-2_f282d63f26175dfcbb346af5a0971a7c,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_7820cd54ecedf76bbec308877c7667a1,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO SOCIAL",Especialização
UNB-2_86c3e9b24a6658020057fe6fa51ab87e,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_2d639ea4d2d27bdf4d3b16548bf8cbbd,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_071884185dd15802be8faacbfabd6903,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_86a72066abe47baba4cfdab8208bb307,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_d9ddcfdfaf9286cf9d73623a934581a6,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_901fde440fa3f86b0467f54578063c52,CIÊNCIAS DA INFORMAÇÃO,Bacharelado
UNB-2_fd14f711699dd11bdee0c18fb6c7d6d5,EDUCAÇÃO E PROMOÇÃO DA SAÚDE,Especialização
UNB-2_f8578bee25c4e5b174a208623299a6fd,ADMINISTRAÇÃO,Bacharelado
UNB-2_2a8d7624e648487cc6126e78011eca24,ADMINISTRAÇÃO,Bacharelado
UNB-2_20c705d072033a3b132128ba637957bf,ADMINISTRAÇÃO,Bacharelado
UNB-2_8c9e04991700d3217c18cb84a0f4baeb,ADMINISTRAÇÃO,Bacharelado
UNB-2_f36dee2172fe6a29cf71fe6c6892df67,ADMINISTRAÇÃO,Bacharelado
UNB-2_3beeb69720ba89e32c031baf1fb0778f,ADMINISTRAÇÃO,Bacharelado
UNB-2_3048c342a2bbd8b7b8394e5ce8d9adb5,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_c44b4c1ee517a8bbccc08cb52172bc3b,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_6804ceb78e428cbcb532649cef585350,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_a00b39a3654fa698a5eeb6332e98429e,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_9d923034376a5182189d8122b0811fdb,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_84013e8f3f93f5917c5a3d5f670c4177,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO SOCIAL",Especialização
UNB-2_7c9adb534fd1ef16a2a9e4f565986c1b,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_317b4f1bb35b5c6cb41541cc1b0374cb,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_7b9c15e253251075044c90d8ce5af45f,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_bee66b25ca4e2276df8f7aac5e9dc3d7,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_e423e1dafafd62d6197bd179a5e9cf52,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_54c07605644f79fae1a3b1ce357eade3,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_e028b51db1c82c2caac5f8d2f28badc7,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_1debde56a15f5d76b87671d74a6e4597,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_674b3d617dd214de22bf4e05b916bf3e,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO SOCIAL",Especialização
UNB-2_0ff37b8a757d3a2d39d2b44086786b41,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
UNB-2_34de59f5a617ef3dbaaf5d1b7fb674fc,"DESENVOLVIMENTO HUMANO, EDUCAÇÃO E INCLUSÃO ESCOLAR",Especialização
